Temperature_C,Rainfall_mm,Fertilizer_Usage_kg,Crop_Yield_ton,Sustainability_Score,Crop_Type_Rice,Crop_Type_Soybean,Crop_Type_Wheat,target_Soil_pH,target_Soil_Moisture
25.850535042154224,146.99157008879303,66.17922107171381,1.9660470520791966,6.43827150619079,0.001,0.001,0.001,6.6238151403388885,43.58287368979196
20.162975553758262,81.30123001459626,75.35072940385334,5.32137137376984,90.84917381996902,0.001,1.001,0.001,6.483790628039667,28.456606568071912
27.96883233266048,148.62661974516803,112.58027621849175,2.3944913739042297,69.96240261589593,0.001,1.001,0.001,7.055741217776172,19.656637713234897
26.576204612271507,66.20791899989099,97.5353419504175,1.7058596644141182,91.99343254154309,0.001,0.001,1.001,5.9743654938639645,42.710741027068266
24.91973191811401,245.89261588575386,152.53933261457288,8.580189655625214,70.47437845152552,0.001,0.001,0.001,6.5840930651590375,11.499242994276475
21.11502952187713,96.66930252797177,110.92959639906168,6.976590798933613,92.31243714195601,0.001,0.001,1.001,6.068465293453902,47.40277696387052
26.49589290177671,60.32037745226449,119.83421514974576,8.24252685123876,90.50610127111591,0.001,0.001,1.001,6.258391099584453,44.89535420046594
26.62686099845145,173.94089032137705,153.48286062032432,7.068609960949176,82.1131612943129,1.001,0.001,0.001,5.620689301194234,14.924085647407576
31.994506701694412,99.72142966090087,164.82997060293607,6.222686082628516,92.1980523691018,0.001,1.001,0.001,6.448879713979683,21.070922922545424
19.08774454576016,218.7826394143764,96.3439009166358,4.425074829218991,4.005522519560472,1.001,0.001,0.001,6.703037514807812,37.37537713790826
34.57884721197156,276.17669666983596,101.15298537619762,1.0447489915960904,14.197300502064529,1.001,0.001,0.001,6.313419074789759,45.17964067658036
28.114049008798663,139.21873508528066,83.84149381834646,6.876110175812429,50.64419775352388,0.001,0.001,0.001,6.912487641169465,33.80729095409634
30.251719180208344,220.63352907307933,132.0269992198088,7.620672245469831,85.3207072105299,0.001,1.001,0.001,6.210887991745868,43.24396917727143
31.826484718642636,87.33561302367539,72.55290764622609,5.983668409961666,54.66843906130282,0.001,0.001,0.001,7.411289573446674,34.68113431910735
29.99356113085425,93.50995669857325,122.43776597112972,5.104918461879777,26.176993976240286,0.001,1.001,0.001,5.668683835420685,21.951458876774254
27.71622979212457,188.4274097589007,185.1250510080099,5.6096405815933865,5.661227738335344,0.001,0.001,0.001,6.120470628348958,24.0706620114009
26.84601106393279,91.514467963073,149.72212905446693,9.773130233697206,38.139751321385894,1.001,0.001,0.001,6.026554524324873,17.42089944843858
20.188418455371572,82.08497181704328,92.87284751249027,4.088899553375318,9.991061248636415,0.001,1.001,0.001,6.985197957012491,25.17601877170303
24.937991119935024,101.63282258763746,123.80924666519701,5.2232581783770575,70.2061052319877,0.001,0.001,0.001,6.439889458465133,40.8322893183533
16.86607831993968,204.76526735436389,122.90164422816238,9.900291442182196,40.04154119191309,0.001,0.001,0.001,6.669458141624396,49.45064407313599
18.30217641991129,52.80505472781917,182.52156263541946,3.3781435307403433,0.3668692138475583,0.001,1.001,0.001,6.993217184879853,17.493620155368315
26.956803369451478,61.838335969041594,146.8340587876664,2.174271759007589,91.402701348742,0.001,0.001,1.001,5.890466248126668,28.94052622642597
16.628880504212898,242.3534341706538,170.2939392443508,2.9553259875803817,63.17295179649438,0.001,0.001,0.001,6.195162192352832,40.635184811519416
27.17496530368292,101.04538892783629,167.5338257983424,8.88711451258735,18.46332066200121,0.001,1.001,0.001,6.631377683509898,18.54748479978344
31.477271570394812,114.75898595070763,143.3481954599794,9.439428269981283,10.34411961910298,0.001,1.001,0.001,6.605303827352485,38.89171558012587
32.76099835295256,112.75293609588648,129.26399527513158,1.9329734707859259,57.951160854137505,0.001,1.001,0.001,6.763115694928625,34.92140942828403
18.32661798109916,81.04682729962424,102.72573174256449,2.6364495399199703,35.13348255356219,0.001,0.001,1.001,5.95381477413593,45.42423452201271
21.681872696350275,114.37674167137185,131.17383186117226,8.746016762086478,39.936390370203405,0.001,1.001,0.001,5.508364579715336,32.32821511240427
19.124190484886526,239.5798852595832,140.850071796451,6.742602799296277,48.2344985277203,0.001,0.001,1.001,6.47215031838981,43.395065966968225
27.98315900027446,178.18020163039978,142.47207997135902,9.165376389422232,48.00932106077194,0.001,0.001,0.001,5.848089885007447,19.710044499587053
17.908677572591394,123.20937833137829,193.50335925246424,9.428226116699879,9.845795562546193,1.001,0.001,0.001,6.041257569985673,23.9102303656946
34.29715051534111,260.02759932554926,149.51791700160388,3.035914277130987,61.48271292860036,1.001,0.001,0.001,6.565973219785767,40.99612682268633
34.010622106447265,283.2961965861744,156.36909949823414,4.8845335550743485,90.84067446335912,0.001,0.001,1.001,6.545380456939772,33.573077305146946
29.781671674208607,100.25141607378836,168.0022417353063,1.5997615919613075,3.287061682499086,1.001,0.001,0.001,6.234387814990003,49.316336800037526
28.64857851166453,113.36132911218048,142.2439874893642,4.285377418000697,49.357627484055136,0.001,1.001,0.001,6.247214135331204,26.03740973642893
32.12538486478429,114.45840739190444,155.72206522597614,5.060445238907788,65.39942656331353,0.001,0.001,1.001,6.4464253366445625,10.294155068267289
30.69142417410972,121.9729278025772,113.46841666630253,2.981505285450986,0.7087674094652875,1.001,0.001,0.001,6.392520696949928,26.729464643036092
30.692638347318383,87.37504580238802,104.91541497888052,5.70655676710103,49.484475814245044,0.001,0.001,0.001,6.313027927547494,17.569618181365126
25.966030828342504,53.76614397513988,65.60914336610536,1.9917277024782198,33.544801885402286,0.001,0.001,1.001,5.832170108744856,15.415890788350735
20.033676553679147,247.4237212020405,143.68763151623486,7.729135299498719,29.966972160994626,1.001,0.001,0.001,7.422686491007282,41.224372000288085
16.906785698550937,167.45523045977052,143.2605731712665,9.41220766052502,10.454470047304014,1.001,0.001,0.001,6.458571747477705,36.60249045450892
22.762587939389586,142.6106754375685,171.20051241149596,8.133241258283109,72.7060809268704,0.001,1.001,0.001,6.571380206216013,21.815289928046873
29.93750414031492,112.01170876488675,187.13374461548793,6.314354151449533,20.124572336600426,0.001,0.001,0.001,6.514331613698615,46.09203080568665
15.109353537268428,119.25903119865677,129.9478493392256,5.650623290749396,36.53673292307369,0.001,0.001,1.001,6.2502351468476025,15.892063619182583
27.781126267920097,203.9868784345896,84.4498897117101,4.4103180108168,30.992960800046728,0.001,1.001,0.001,6.138650555303729,24.292145777987507
33.58378839588748,207.9628613766481,183.04848354200203,5.753432212588814,11.183607198374283,0.001,0.001,1.001,6.0973623414555265,21.850545623883082
30.922655849089246,167.97069224924982,111.42586824231944,5.740016650942668,0.3731777496173195,0.001,0.001,0.001,6.882067673479195,42.81794335887328
33.178779212607886,110.02651731711326,125.92750852567241,6.9001862456816765,22.96413296344692,0.001,0.001,1.001,7.435557838868132,11.258436371324432
26.360069563750983,125.0347499173772,194.6685079590212,8.243753745300074,7.49225201242189,0.001,0.001,0.001,6.826225542124672,11.18108761305855
33.32982425351775,120.90104388676072,168.6437398859857,2.1368884129539256,36.758941574874875,0.001,1.001,0.001,6.102398768043378,39.919152453092146
26.096504832641298,294.96055700876025,127.9847700922686,8.935624411472498,25.20872347901497,1.001,0.001,0.001,6.070699367491247,49.42887782865449
21.072680423966492,211.00628504291362,113.1454868946853,9.552663218437292,4.869117176124233,0.001,1.001,0.001,6.205715219358108,42.02206531736974
29.244187816905676,204.6596094138218,181.9208754188139,9.613049664751154,4.013827462146041,0.001,1.001,0.001,6.112860423455605,43.938076844438385
34.99151637797535,87.82092883439608,150.85399657936077,1.901574377788141,24.277414582574604,0.001,1.001,0.001,6.4312054030259285,33.629688239706645
31.293416373668812,81.44540741236915,175.49695417393835,2.200667611117805,53.84089116191543,0.001,1.001,0.001,6.882089828005177,30.590578655547652
34.517451941571174,184.43826121974413,105.59844411287229,3.1411490449352404,46.50342649638136,0.001,0.001,0.001,6.36345647296169,49.88645742139002
31.681563522223076,128.41729487614825,112.08056121322366,4.396739151728564,1.3203865793545866,1.001,0.001,0.001,6.117863526692438,44.84489806654478
20.53118111975668,185.901922015363,180.93070315801413,8.405725649638365,77.88889216185116,1.001,0.001,0.001,5.712284596112738,28.53022678860232
32.893050128146534,136.22857309491567,164.1950858421378,3.1676208233769567,22.043984899766738,1.001,0.001,0.001,5.590778178465736,30.496317643503637
25.61747605434738,135.08409201625736,117.58647390040169,5.362424321792696,38.26318618247154,0.001,0.001,1.001,7.310527837200978,37.06495003993173
34.7264532736098,177.49722824677272,95.70067666212468,9.881885047645127,32.200722970537036,0.001,0.001,1.001,6.636593731170439,43.49003070720514
28.067113015420123,146.63277701463244,165.75440560617724,3.132036089779621,76.98187383896376,0.001,0.001,1.001,6.2442168028074745,46.509716675127535
32.06927114902412,234.11786701953324,132.4531422217061,7.991790490729653,44.79201146159867,0.001,1.001,0.001,5.854540130075135,22.85761973293544
19.629408084967952,206.4963647747214,146.2230762176096,8.169747275149275,94.42908507074347,1.001,0.001,0.001,6.256342888200286,35.67065659655696
22.786393279230065,113.26621199661561,119.90834092874144,4.654353352400787,25.45876034959394,1.001,0.001,0.001,6.087675359598131,33.978276678485535
28.546522408265282,207.8137357320201,145.72943917234304,2.5394940856540003,45.960252620624935,0.001,1.001,0.001,7.246993099919475,44.684405928003585
19.114386827244147,66.04392061301652,100.75419171942973,3.429574255551733,75.79230741951136,0.001,0.001,0.001,6.6761485361006825,33.560781593241586
34.488690927461626,109.53022879599652,173.78372220391853,4.816931839017493,61.94424556817203,0.001,1.001,0.001,6.362833196057909,29.530072366033018
20.900034688240947,219.3723046481248,152.74659111574562,7.132184773014671,99.99554520768336,0.001,1.001,0.001,6.839298327689452,34.16780640752675
20.35052910725771,179.64275129052683,171.2134137714137,4.629522392847771,8.177775768741384,0.001,0.001,1.001,5.890677609309152,41.14525693279957
25.898500189241588,93.71335329677244,188.2981576127095,7.743719020076169,46.01230147291834,1.001,0.001,0.001,5.92788204910396,27.431246193559932
17.164237629973897,187.53398286904155,63.02286874775187,1.8594001379126115,61.608836071202916,1.001,0.001,0.001,6.430446768875313,20.911878770675226
34.02439617861633,165.3187272491748,196.18184878047862,1.439916742727485,83.95732894287003,1.001,0.001,0.001,6.182280612936031,46.986764911914655
23.661576082217618,187.26547146093725,164.47751862341246,2.0859082640943427,74.87233051186885,0.001,1.001,0.001,6.139536827061506,12.86167052078951
34.637133232262904,195.27113623127303,168.00099788925078,5.669930758375249,86.57498975077647,0.001,1.001,0.001,6.72971877677957,27.267176023214216
33.925612702681704,227.57532260102133,133.63382261509045,1.320866436998784,58.851124451089156,0.001,0.001,1.001,6.9173059142906475,24.05746441438261
16.9677038989209,129.91030211530187,60.18171834833397,2.6004800968342954,39.41533344661893,0.001,0.001,1.001,6.262561732000704,33.71543545465083
28.015933863410577,104.89878763995574,112.56243333502913,4.418002462061428,11.939888830980351,1.001,0.001,0.001,7.416707033409456,24.427156753889854
25.86532073340447,105.75904773241244,186.85493540026272,6.527252272937036,48.61760674948926,1.001,0.001,0.001,5.667998922384661,27.44331983948911
15.338984883406479,170.69541040267293,160.94082395644298,4.3729300645890925,29.08804863298013,0.001,0.001,1.001,5.616885844728965,22.0740727457758
30.135703077908605,54.13056059267047,187.1387324504423,1.279743440185635,38.711293073543246,1.001,0.001,0.001,7.039963566055359,29.45838038345878
32.12851329751977,141.33349521230653,112.78554190208324,5.919738644603997,51.33307585276286,0.001,0.001,0.001,6.9145775405556655,41.514873752704894
26.197335373433294,195.99304465491525,115.71977248021165,8.087099562057519,70.95642688498307,0.001,0.001,0.001,6.259328305108584,39.2273868779826
33.020566873276884,209.91351257056053,130.3683774272143,3.8434911358204333,92.72467572153873,1.001,0.001,0.001,7.194182413745445,38.633146651564175
28.201866702166,269.7295102657863,94.92716947446189,5.2166241112042915,77.31476765594323,0.001,1.001,0.001,7.120721830013321,15.903790851895243
20.695756908122153,211.31610306983916,91.95584844721918,9.901061690858047,30.00362267758047,0.001,0.001,1.001,5.7100138768149655,29.169913435529082
22.65619498965161,85.10316485388452,98.60707296944004,8.791308203509738,25.235917049151062,0.001,0.001,1.001,6.95355761840418,22.58624569256458
32.36074303419155,294.5708987205329,92.82556263746848,3.9165242621372816,94.54225251066721,0.001,0.001,0.001,6.277567112849554,18.503610851022348
27.270835503148177,97.46053284510168,196.75221235878385,3.4313585900792702,75.80432641879625,0.001,0.001,1.001,7.372849349065879,43.776021307616666
33.45456133166086,248.1068571737723,121.75527340131512,4.704710875539237,80.24223228364346,1.001,0.001,0.001,5.814636004276973,14.31407273454463
18.53694142404922,108.89161917477405,173.59713059777758,1.5530791604505776,16.503392196382165,0.001,1.001,0.001,5.77501951514352,15.165361530260967
25.46612214146914,126.83468236932781,61.990230042521986,1.546458649169149,17.623427268099395,0.001,0.001,0.001,5.864715459401354,21.617925360078214
21.61090330303605,150.30496831331092,130.87186895233316,7.7113513960895474,22.910871841429095,0.001,0.001,0.001,7.370225343611595,38.1883880015885
19.193894918099375,76.40669014393191,176.54509748167064,1.7583134269106462,54.08266395197593,0.001,1.001,0.001,6.879980861078465,33.60922735940539
24.9747333690143,193.7658638165778,165.5415523152152,2.001582078182972,10.886352856240226,0.001,1.001,0.001,6.413058949102125,38.31910650538173
25.58197912013313,58.211966047257874,161.15860010140145,5.881165915190197,85.45513115425514,0.001,1.001,0.001,6.788764661629052,35.47260029329678
27.550741742126988,145.16319944153406,175.31398236653106,2.6665340937044415,56.57498354597141,1.001,0.001,0.001,7.264049772862925,12.269770639266975
17.325715619433176,190.3415405084033,192.6963287310652,9.641738508441895,11.162266372127942,1.001,0.001,0.001,7.2194384669893195,24.807442622726022
26.038810639987812,130.2257504214248,83.93559055724195,7.453230814856441,96.608057785209,1.001,0.001,0.001,6.730495217578999,11.738213269464303
24.171490716999298,231.7239865983656,164.52508774163053,9.214992065703425,86.71692122169055,0.001,0.001,0.001,5.947257103139219,12.551250107628448
30.272851233848282,50.26682461206095,145.7383954898947,5.135381126393937,95.93787184876159,0.001,0.001,0.001,5.528013108343909,14.921022573314334
33.005557721805346,153.74136592579052,169.71572964524591,5.948620157860891,59.981986406434324,0.001,0.001,1.001,7.331637046162746,41.686682818335534
26.2877970942444,291.1852341633968,72.87848499400789,5.140070251201271,32.898436939432735,0.001,1.001,0.001,5.893720620088916,47.349305941409064
24.710927995634318,77.57401727776879,82.76661444046815,7.229265211291492,13.247453937972601,0.001,0.001,1.001,7.242801820189826,11.5581400982839
25.80768753717277,71.23812825212151,175.8211123480041,3.969681891189735,99.43021335633209,0.001,0.001,1.001,6.638076392831088,38.79188468290854
18.04576273373126,159.3350814009054,144.49674403276438,8.47173980066883,12.547123583056656,1.001,0.001,0.001,6.49630013462922,29.839292441649913
30.279217030821332,247.15640987048366,107.20662851294621,1.3381325547839937,97.8505608003644,0.001,0.001,0.001,5.690393093999395,27.893463446386065
30.7366274630529,163.93588964122372,150.58333330764634,4.667121759451318,97.870501615584,0.001,0.001,1.001,6.820784790085413,43.723824846621305
24.065762817605567,77.26919141665572,104.06952524597062,6.588336193601214,11.133889132171488,0.001,0.001,0.001,6.000621024578403,46.67123411724695
16.368381925024256,236.27162263571984,192.46441513173642,8.076830649149672,35.06682164452144,1.001,0.001,0.001,7.423226973423058,48.59929164982301
16.071738584945912,54.70479548309582,152.87613054543172,9.333628846823,20.86511563292424,1.001,0.001,0.001,5.608989805374453,36.40369859515385
29.10564422017689,178.28105971212196,197.76460544681692,9.430338569948207,91.34321059676721,1.001,0.001,0.001,6.237384971369466,20.722199575965444
31.219989188062332,200.13645260919895,158.89009821420913,7.8228882587234345,99.13702203904948,0.001,0.001,1.001,7.304872181260834,34.09376372692314
28.283988373888768,202.47535602911205,107.89641069721617,3.661343323509648,96.79196585475181,0.001,1.001,0.001,6.0745639161122185,30.950681047347665
25.376479860007326,270.17550858771233,195.58743730760983,6.296767223031005,32.598387149130254,0.001,0.001,0.001,5.650587829203574,30.732809056565916
22.49782674311932,157.72826873924387,146.78162033783835,4.245315448361882,15.947258086162524,0.001,1.001,0.001,7.480203328576487,19.31950883336987
19.073885309577182,249.83923763358405,137.59618067087962,3.2858203934182364,30.284292565579424,1.001,0.001,0.001,5.591394509159085,40.773897911135634
24.01264628959072,79.42923178337628,80.68520614353153,8.282901018655233,57.391409123490035,0.001,0.001,0.001,7.255320258077088,29.14425125397765
29.655217540999793,51.63570863778816,78.28764490411625,9.780944781827088,14.50286958075408,1.001,0.001,0.001,7.158346976661532,40.76565159132537
30.315322385404126,195.8486350375422,57.269491442371134,2.0342384233985267,57.02783144293489,0.001,0.001,0.001,7.093489944884878,28.08365936568093
31.136532427939372,263.0659256869753,159.37322267802926,6.695664256551585,43.23657059217875,1.001,0.001,0.001,5.525041612654502,28.608924665208505
31.90389441377095,254.96119926866143,173.30133958020005,9.464208194458237,64.0880629379417,0.001,1.001,0.001,5.872646669898609,30.388253603796418
30.720143742995436,247.85575057679833,120.91828916272549,4.953923709081914,34.43232019851125,1.001,0.001,0.001,7.454502587564528,10.331479741646687
27.15284030535282,223.5978723929165,190.78018593681392,1.1280914105368436,13.272088680420195,0.001,0.001,1.001,6.312600394146202,26.430524213032722
17.368770229703085,79.50564114286544,87.27744621918164,4.979993812707982,50.32850885267386,0.001,1.001,0.001,6.573962840906365,12.12622917906838
32.03539712273147,162.4443491735597,146.75313926410055,4.435398993550311,90.36971843794188,1.001,0.001,0.001,5.904687358977029,20.105548546220064
21.183209820191383,185.44690224883811,138.12298008478464,5.320609125915195,38.34533620122964,1.001,0.001,0.001,6.44042332049575,36.86661240793663
33.04386158328058,230.3323168011959,193.58330683895122,4.134475532072047,92.8803049258955,0.001,0.001,0.001,7.290523465975359,36.13064657491437
33.5853683517771,204.5718266944524,122.90763255593066,5.863234960898033,79.05117036106057,0.001,0.001,1.001,7.3386620901749255,43.091797330714094
25.99360566614587,126.35410468093089,72.84815766788496,4.877817043445005,23.51382070144787,0.001,0.001,0.001,5.552843112308496,30.90596658513231
28.337699968670215,158.71654907200505,196.85839374386902,9.91969909222388,85.49413969446687,1.001,0.001,0.001,7.154689541173735,32.2412977295082
28.28573391598395,186.0145784718531,59.002156403416144,7.239887421996853,83.65264612202613,0.001,0.001,0.001,6.746781381042555,14.76530848955409
19.69422083652237,257.71805842640504,173.89376206308853,4.855325558821428,16.777872918542553,0.001,1.001,0.001,5.710445551636801,10.285356419378955
18.679201083898977,109.76486845683353,129.39666684954946,6.056640978633973,62.408164584480865,1.001,0.001,0.001,5.995995099099265,24.053704584058888
26.71198216188264,131.45977898775286,83.62154628709868,7.816229126379887,84.36636348308515,0.001,0.001,0.001,6.276099521481231,18.256457932605578
18.79946456347595,245.1697605177821,177.46407112785636,1.2977028624596825,76.62551441374679,1.001,0.001,0.001,6.54341868743588,47.281374717966344
28.163378258025,119.35152574454429,125.99411268056315,4.348505551333049,51.934368767963946,0.001,0.001,0.001,6.994194640250513,19.70669224492437
18.019372184002332,233.21779208996736,83.50962090328312,3.210354850977947,9.447787454361194,0.001,0.001,1.001,5.8221619190654925,46.398270480515485
18.667196806054772,182.03240884870266,50.763141298861306,5.2136235330401,32.854201212620254,1.001,0.001,0.001,7.168610802879153,41.554015393134556
30.78772094895737,99.84830974761496,99.84124200819728,1.1305422775604834,71.36584168172176,1.001,0.001,0.001,6.579034822919724,39.5313588409654
27.726601485681773,269.9732476264624,192.77992639041324,8.437758009656362,14.935117151884139,0.001,0.001,0.001,6.212752709087359,33.04199427887887
25.099912334631078,299.9865906948948,104.7956554621587,6.565736935294477,35.70790692109972,0.001,0.001,0.001,6.660279277937312,26.427021597254605
22.34776467376204,52.60646106460843,173.93576086094328,4.89246540508286,94.76631888516336,0.001,1.001,0.001,6.973806155132657,32.71817797158118
31.493638148311934,168.12179273749047,111.4763116684134,4.884544120942953,9.46121297960807,0.001,1.001,0.001,7.4106364067299495,45.44033406997485
16.212331987644635,148.81540680369469,190.92349807470433,4.4617361509751765,57.90188655550881,0.001,0.001,1.001,6.296370205561299,46.686274776966094
18.576204390879198,260.412654425995,117.35016751885543,9.36542571608883,3.5404853660707047,1.001,0.001,0.001,6.398463053418641,44.65169266858169
15.506215213855372,222.1622868926985,83.37529888746124,2.122116877654212,8.187452433889733,0.001,1.001,0.001,7.416378589557071,35.03347276539552
24.30116319669699,286.7729954116312,150.58363709044337,6.157517247678311,24.724382028171593,0.001,0.001,1.001,6.265562712290235,32.11178586022468
18.865775117856888,100.03462682205918,109.45177215915915,9.366234240995963,85.91540971687232,0.001,0.001,0.001,7.0924332044836556,39.25081675021317
23.683244372993432,118.56044730197317,112.87750775816409,2.987144647414456,60.46192495574055,0.001,1.001,0.001,6.9169386985667485,47.80559510865795
27.2183550780974,147.36852397910795,189.28476852346344,5.348637355850965,37.27878534167976,0.001,0.001,0.001,6.8081624875653235,46.71351785885385
15.849884147770867,252.6238197764448,166.58882180042076,2.072158824016943,88.80416305325237,1.001,0.001,0.001,6.466054739318357,16.006504294831846
15.538989031435458,216.49365469797968,104.7004771334298,2.0022223204116862,12.324187882840935,0.001,0.001,1.001,5.857659314091697,32.9263060198771
34.90726961006431,213.57555837880133,103.51438818915081,7.469727625847614,94.33126058237893,0.001,1.001,0.001,5.568955937141209,18.169431074930102
18.27873066957273,279.83886196657784,123.1943295164847,2.474714901959914,85.31610209633575,0.001,0.001,1.001,6.684131790695882,22.325968676222427
32.81522087993256,55.40810939288838,77.08900196221117,5.645626117167657,51.4232089075829,0.001,0.001,1.001,7.344586911197597,14.66843518634162
27.574953586691183,81.39140379671535,129.2180409907629,8.057062821697679,14.368812947835789,0.001,0.001,0.001,7.49504829711391,43.79179642831629
30.86444681905491,72.99183300969446,125.15315818214485,4.954858372919341,55.918782303223146,0.001,1.001,0.001,6.586206657344753,40.0044646355197
20.577262676147797,56.936242886530025,143.5808949965634,6.522417369965137,3.451704027544049,0.001,0.001,0.001,6.613131702524361,23.879912541321673
25.537005542491162,257.0682256585544,134.248741373976,3.077202272950562,35.661659622502455,1.001,0.001,0.001,6.984349665683474,33.5576356971827
25.341506154141502,63.95675840652136,155.5319274064112,5.210389667505784,48.917186465275236,0.001,0.001,1.001,5.678017088791365,16.978694927744602
33.35658266628116,274.78015285939733,86.62797498786168,3.219770948667638,30.527987620732173,1.001,0.001,0.001,7.049380950880359,32.8367884728829
18.44616876311918,175.66761449034138,106.12002212103836,8.383575808178355,32.71251080557089,0.001,1.001,0.001,7.326823884691199,39.75537526500814
23.06587190664977,274.29362711039937,67.5559569346192,8.187163260343096,18.48916695462301,1.001,0.001,0.001,5.927806618807801,48.8298743790942
32.835730326677854,243.7013889866594,90.21356252551696,7.421790724488518,0.8551815505318628,1.001,0.001,0.001,6.210489017069348,37.932631936899256
28.80225121085576,116.0099541722263,166.87789858033776,4.182321092012006,44.67689133337798,0.001,0.001,1.001,7.30040630907638,21.372483749086246
20.634891322844574,257.82352711323597,135.37256191374917,5.9240194814086395,11.56671403651152,0.001,0.001,0.001,6.002301475832473,49.10612917793508
28.03933149051188,159.6321321830871,116.3218692380842,1.4830288550573285,30.430387938461077,0.001,0.001,0.001,7.057477869898546,13.754809679322523
20.062189877542668,84.91424279266886,58.425142685993585,2.569815107544311,59.21934600817448,1.001,0.001,0.001,6.091088584290415,15.975273252923783
15.468404485582822,182.2312505116673,157.88380004293603,5.6151227347277075,49.296330798698065,1.001,0.001,0.001,6.975562557100504,30.00893967872453
24.24279282290444,225.18223205611145,60.86020358961098,7.617909123031458,21.467734386386066,0.001,1.001,0.001,5.544245931417902,42.365910429158326
30.274729816338684,250.4617341544992,58.15648184593035,3.013670033474584,81.25800957833336,1.001,0.001,0.001,6.523558735905287,28.127244876240418
34.306824224886924,188.76794982713517,171.23285259376402,9.3773479558671,86.37264225833123,0.001,0.001,0.001,6.402251651834368,18.604317079714026
33.62269870252043,273.17174277418985,73.51488934007466,4.467448314172032,92.89497239444653,0.001,1.001,0.001,5.647771773878108,28.22245852448957
17.63311992082357,130.32738962898944,106.39994048787008,7.931510649324177,90.28540637988766,0.001,0.001,0.001,5.889417924491275,41.598165334889025
17.152257363222443,88.02254312505052,56.6273398123317,1.9961729747645436,56.16541941026916,0.001,0.001,0.001,6.7011094271968314,38.860553319043866
15.999777923657483,111.35177215725582,174.1094971741986,2.263449602450212,57.60333295679444,0.001,1.001,0.001,7.422306340533458,14.076483203101231
34.466928516574995,147.901970251654,155.6779819543284,2.0286306535262546,37.23944121875898,0.001,0.001,0.001,6.3241452778179745,18.07331403985415
21.31908948410774,156.95193715430517,136.07902447742467,8.797867104490473,7.693712347436315,1.001,0.001,0.001,5.696651307466739,16.73856414785104
15.506392928767392,292.2947604984864,197.50572992174506,9.986435969535366,63.69915736195408,1.001,0.001,0.001,5.705597504143328,27.17664332335181
33.73299143934611,176.85218850512868,185.60804684111878,5.789027848126682,50.18418864065184,0.001,1.001,0.001,5.776475765881934,39.78914350728101
32.69402157416146,130.05386946988094,62.46725529308372,3.410552619010657,59.25936438606482,0.001,0.001,1.001,6.571412110980254,41.22061622279671
15.280389464643248,84.63776266167979,118.87534531370069,5.683392519591162,18.33571231849847,0.001,0.001,0.001,5.856810707681393,39.61665480966111
34.842431800948816,93.63816071191688,144.41084093512686,5.736746180362759,72.33541595573286,1.001,0.001,0.001,7.0896943520923195,42.17171489163319
30.86752613488775,81.93162638001313,73.81952930068755,9.366368077004822,15.453571246639168,0.001,0.001,1.001,7.370424477922116,11.45818450033975
33.02543430041175,266.24889973176244,139.62214279590262,4.184521783712459,30.640451234162878,0.001,0.001,1.001,6.117645747681858,23.86734568997737
34.16314792564919,202.19524901121008,124.15369318184253,4.140994043634961,85.1723079335293,0.001,0.001,1.001,5.7179493269889905,39.8195403323303
16.76054980912288,220.7366441785915,120.15156785881341,2.7875747447432677,59.29386747170624,1.001,0.001,0.001,6.455664359481156,22.48996636520124
